ref,author,title,votes,language,has_gpu,has_tpu,approach_tags,import_tags,sloc,is_fork,parent_ref,has_optimizer,is_analysis,is_solution,is_ensemble,url,local_path,top_score,team,lb_rank
ashrafulhossenakash/70-6588-santa,Ashraful,70.6588 Santa,12,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/ashrafulhossenakash/70-6588-santa,downloaded/ashrafulhossenakash_70-6588-santa,70.658890886158,shr,5
ashrafulhossenakash/70-73432-santa,Ashraful,70.73432 Santa,26,,false,false,Sparrow;Translation,matplotlib;numpy;pandas;shapely,393,False,,True,False,True,False,https://www.kaggle.com/code/ashrafulhossenakash/70-73432-santa,downloaded/ashrafulhossenakash_70-73432-santa,70.734307040889,shr,5
kirkdco/kmer-aspect-ratio-survey,KirkDCO,kmer Aspect Ratio Survey,19,,false,false,Translation;Physics,matplotlib;multiprocessing;numpy;shapely,503,False,,True,False,False,False,https://www.kaggle.com/code/kirkdco/kmer-aspect-ratio-survey,downloaded/kirkdco_kmer-aspect-ratio-survey,,,
samyakrajbayar/why-not-2,Samyakraj Bayar,Why Not 2,19,,false,false,Translation,matplotlib;numpy;pandas;shapely,258,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/why-not-2,downloaded/samyakrajbayar_why-not-2,70.750676185939,Amy,40
samyakrajbayar/santa-submission-22000,Samyakraj Bayar,Santa-submission 22000,23,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-submission-22000,downloaded/samyakrajbayar_santa-submission-22000,70.771942577215,Amy,40
samyakrajbayar/santa-submission-011,Samyakraj Bayar,Santa submission 011,19,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-submission-011,downloaded/samyakrajbayar_santa-submission-011,70.744171692469,Amy,40
cigarzon/santa-2025-getting-started,Cigarzon,Santa 2025 - Getting Started,1,,false,false,Translation;Physics;Greedy,matplotlib;numpy;pandas;shapely,343,False,,True,False,True,False,https://www.kaggle.com/code/cigarzon/santa-2025-getting-started,downloaded/cigarzon_santa-2025-getting-started,,,
learnmore1/anneal-for-santa-packing-multi-try-sa-squeeze,no-magic,Anneal++ for Santa Packing: Multi-Try SA + Squeeze,24,,false,false,Translation;Greedy,,1689,False,,True,False,True,False,https://www.kaggle.com/code/learnmore1/anneal-for-santa-packing-multi-try-sa-squeeze,downloaded/learnmore1_anneal-for-santa-packing-multi-try-sa-squeeze,70.778842022439,,
samyakrajbayar/santa-submission-658246,Samyakraj Bayar,Santa-submission 658246,2,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-submission-658246,downloaded/samyakrajbayar_santa-submission-658246,70.82924968049,Amy,40
hweowe/why-not-fbb368,hwe owe,Why Not fbb368,63,,false,false,Translation,matplotlib;numpy;pandas;shapely,260,False,,True,False,True,False,https://www.kaggle.com/code/hweowe/why-not-fbb368,downloaded/hweowe_why-not-fbb368,70.779241097105,,
opencv411/a-new-try-santa,Liu Jiahao,a_new_try_santa,74,,false,false,Translation,numpy;pandas;shapely,156,True,,True,False,True,False,https://www.kaggle.com/code/opencv411/a-new-try-santa,downloaded/opencv411_a-new-try-santa,70.416204239613,已弃赛,234
datafad/the-boxes-shrunk,🔥🦫📿🗽,The Boxes Shrunk,163,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/datafad/the-boxes-shrunk,downloaded/datafad_the-boxes-shrunk,70.624573388978,Tree Cuts,206
hossam82/santa-tree-high-score-v1,Hossam Hamouda,Santa Tree High Score v1,77,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/hossam82/santa-tree-high-score-v1,downloaded/hossam82_santa-tree-high-score-v1,70.659958133318,,
datafad/ho-ho-ho,🔥🦫📿🗽,Ho Ho Ho!,43,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/datafad/ho-ho-ho,downloaded/datafad_ho-ho-ho,71.012840869886,Tree Cuts,206
datafad/almost-christmas,🔥🦫📿🗽,Almost Christmas,47,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/datafad/almost-christmas,downloaded/datafad_almost-christmas,71.017084627908,Tree Cuts,206
mpb1807/pytorch-accelerated-collision-checking,mpb1807,pytorch-accelerated collision checking,8,,false,false,Translation,matplotlib;numpy;scipy;shapely;torch,676,False,,False,True,False,False,https://www.kaggle.com/code/mpb1807/pytorch-accelerated-collision-checking,downloaded/mpb1807_pytorch-accelerated-collision-checking,,,
mexwell/tree-packing-optimization,mexwell,🎄 Tree Packing Optimization,0,,false,false,SA;Translation,matplotlib;numpy;pandas;scipy;shapely,454,False,,True,False,True,False,https://www.kaggle.com/code/mexwell/tree-packing-optimization,downloaded/mexwell_tree-packing-optimization,648.11997803731,,
ladiposamson/santa-2025,Ladipo Samson,SANTA 2025,9,,false,false,Translation;Physics;Greedy,matplotlib;numpy;pandas;shapely,814,False,,True,False,True,False,https://www.kaggle.com/code/ladiposamson/santa-2025,downloaded/ladiposamson_santa-2025,177.70512597345,,
nctuan/happy-christmas,Nguyễn Công Tuấn,Happy Christmas,247,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/nctuan/happy-christmas,downloaded/nctuan_happy-christmas,70.305253658419,,
roshaw/the-boxes-shrunk-more,Robert,The Boxes Shrunk More,55,,false,false,Translation,numpy;pandas;shapely,155,False,,True,False,True,False,https://www.kaggle.com/code/roshaw/the-boxes-shrunk-more,downloaded/roshaw_the-boxes-shrunk-more,70.480924506387,Tree Cuts,206
hossam82/eazy-optimizer,Hossam Hamouda,Eazy Optimizer,69,,false,false,Translation,matplotlib;numpy;pandas;shapely,393,False,,True,False,True,False,https://www.kaggle.com/code/hossam82/eazy-optimizer,downloaded/hossam82_eazy-optimizer,70.699761444878,,
cdeotte/compare-two-public-notebooks,Chris Deotte,Compare Two Public Notebooks,58,,false,false,Translation;Ensemble,matplotlib;pandas;shapely,198,True,,False,True,True,True,https://www.kaggle.com/code/cdeotte/compare-two-public-notebooks,downloaded/cdeotte_compare-two-public-notebooks,,,
jazivxt/gemini-vibe-code-pygame,jazivxt,Gemini Vibe Code Pygame,10,,false,false,Translation,,307,False,,False,True,True,False,https://www.kaggle.com/code/jazivxt/gemini-vibe-code-pygame,downloaded/jazivxt_gemini-vibe-code-pygame,,Very Ape,64
opencv411/santa-final-final-sub,Liu Jiahao,santa_final_final_sub,18,,false,false,Translation,multiprocessing;numba;numpy;pandas,498,False,,True,False,True,True,https://www.kaggle.com/code/opencv411/santa-final-final-sub,downloaded/opencv411_santa-final-final-sub,,已弃赛,234
nocarbonintelligence/santa-2025-tilingmultistartsa-strtree,LazyUnicorn,Santa_2025_TilingMultiStartSA_STRtree,6,,false,false,SA;Translation;Physics,matplotlib;numpy;shapely,274,False,,True,False,False,False,https://www.kaggle.com/code/nocarbonintelligence/santa-2025-tilingmultistartsa-strtree,downloaded/nocarbonintelligence_santa-2025-tilingmultistartsa-strtree,,,
hvanphucs112/santa2025-hello,Van-Phuc Huynh,Santa2025-Hello,7,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/hvanphucs112/santa2025-hello,downloaded/hvanphucs112_santa2025-hello,71.014890106504,⤵️79 to 94⤵️,139
samyakrajbayar/santa-submission-b,Samyakraj Bayar,Santa-submission b,3,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-submission-b,downloaded/samyakrajbayar_santa-submission-b,70.779240203463,Amy,40
nocarbonintelligence/santa-tree-optimizer,LazyUnicorn,santa_tree_optimizer,4,,false,false,SA;Translation,matplotlib;numpy;shapely,263,False,,True,False,False,False,https://www.kaggle.com/code/nocarbonintelligence/santa-tree-optimizer,downloaded/nocarbonintelligence_santa-tree-optimizer,,,
rafifariqrabbani/alns-for-christmas-tree-packing,Rafif Ariq Rabbani,ALNS for Christmas Tree Packing,9,,false,false,Translation;Greedy,matplotlib;numpy;pandas;scipy;shapely;sklearn,1196,False,,True,False,True,False,https://www.kaggle.com/code/rafifariqrabbani/alns-for-christmas-tree-packing,downloaded/rafifariqrabbani_alns-for-christmas-tree-packing,,,
jiweiliu/super-fast-simulated-annealing-with-translations,Jiwei Liu,Super Fast Simulated Annealing with Translations,135,,false,false,Translation,multiprocessing;numba;numpy;pandas,652,False,,True,False,True,True,https://www.kaggle.com/code/jiweiliu/super-fast-simulated-annealing-with-translations,downloaded/jiweiliu_super-fast-simulated-annealing-with-translations,71.369055434817,Santa AI Chaotic Elves,12
sacuscreed/santa2025-solutions-guided-refinement,Ángel Jacinto Sánchez Ruiz,Santa2025 - Solutions Guided Refinement,111,,false,false,Sparrow;Translation;Ensemble,matplotlib;numpy;pandas;shapely,774,False,,True,False,True,True,https://www.kaggle.com/code/sacuscreed/santa2025-solutions-guided-refinement,downloaded/sacuscreed_santa2025-solutions-guided-refinement,71.366433826911,Let me solo her!,72
samyakrajbayar/santa-submission-once-more,Samyakraj Bayar,Santa-submission once more,14,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-submission-once-more,downloaded/samyakrajbayar_santa-submission-once-more,70.781872290045,Amy,40
abhinavsharma0706/santa-25,Abhinav Sharma,Santa-25,15,,false,false,Translation;Ensemble,numpy;pandas;shapely,157,False,,True,False,True,True,https://www.kaggle.com/code/abhinavsharma0706/santa-25,downloaded/abhinavsharma0706_santa-25,71.007879805097,,
sapaharamvishnusingh/santa-2025-christmas-tree-packing-challenge-2,sapaharam vishnu singh,Santa 2025 - Christmas Tree Packing Challenge 2,19,,false,false,Translation,numba;numpy;pandas;shapely,668,False,,True,False,True,False,https://www.kaggle.com/code/sapaharamvishnusingh/santa-2025-christmas-tree-packing-challenge-2,downloaded/sapaharamvishnusingh_santa-2025-christmas-tree-packing-challenge-2,72.801056210538,,
abhinavsharma0706/santa-25-02,Abhinav Sharma,santa-25-02,15,,false,false,Translation,numpy;pandas;shapely,157,False,,True,False,True,False,https://www.kaggle.com/code/abhinavsharma0706/santa-25-02,downloaded/abhinavsharma0706_santa-25-02,70.876226765982,,
datafad/jolly-christmas,🔥🦫📿🗽,Jolly Christmas,46,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/datafad/jolly-christmas,downloaded/datafad_jolly-christmas,71.010439986047,Tree Cuts,206
chistyakov/santa-2025-simple-optimization-new-slow-version,Stanislav Chistyakov,Santa 2025 - simple optimization(new slow version),134,,false,false,Translation;Ensemble,pandas;shapely,143,False,,False,False,True,True,https://www.kaggle.com/code/chistyakov/santa-2025-simple-optimization-new-slow-version,downloaded/chistyakov_santa-2025-simple-optimization-new-slow-version,72.607855011665,ST,143
egortrushin/santa25-improved-sa-with-translations,Egor Trushin,[Santa25] Improved SA with translations,88,,false,false,SA;Translation,matplotlib;numpy;pandas;shapely,506,False,,True,False,True,False,https://www.kaggle.com/code/egortrushin/santa25-improved-sa-with-translations,downloaded/egortrushin_santa25-improved-sa-with-translations,72.24517726388,Santa AI Chaotic Elves,12
hmnshudhmn24/santa-2025-christmas-tree-packing-challenge,Himanshu Dhiman,Santa 2025 - Christmas Tree Packing Challenge,5,,false,false,Translation,numpy;pandas,258,False,,True,False,True,False,https://www.kaggle.com/code/hmnshudhmn24/santa-2025-christmas-tree-packing-challenge,downloaded/hmnshudhmn24_santa-2025-christmas-tree-packing-challenge,53501.9292000935,,
igorpawicki/belated-christmas-letter-to-santa,Igoe0309,belated Christmas letter to Santa,4,,false,false,Translation,numpy;pandas;scipy;shapely,128,False,,True,False,True,False,https://www.kaggle.com/code/igorpawicki/belated-christmas-letter-to-santa,downloaded/igorpawicki_belated-christmas-letter-to-santa,,,
pikaaa/santaclaude-ka-tree,PiKaaa,SantaClaude ka Tree,2,,false,false,Translation;Physics,numba;numpy;pandas,446,False,,True,False,True,False,https://www.kaggle.com/code/pikaaa/santaclaude-ka-tree,downloaded/pikaaa_santaclaude-ka-tree,104.089868964801,,
jonathanchan/santa25-ensemble-sa-fractional-translation,Jonathan Chan,[Santa25] Ensemble + SA + Fractional Translation,192,,false,false,Translation;Ensemble,matplotlib;numba;numpy;pandas;scipy;shapely,2837,False,,True,False,True,True,https://www.kaggle.com/code/jonathanchan/santa25-ensemble-sa-fractional-translation,downloaded/jonathanchan_santa25-ensemble-sa-fractional-translation,72.239752955939,IC2,163
seshurajup/71-78-jit-parallel-sa-c-tpu-96-cores,SeshuRaju 🧘‍♂️,🎄[71.78+]🎄JIT & Parallel SA C++ & TPU[96 Cores],117,,false,false,Translation;Ensemble;Greedy,jax;numba;numpy;pandas,719,False,,False,True,True,True,https://www.kaggle.com/code/seshurajup/71-78-jit-parallel-sa-c-tpu-96-cores,downloaded/seshurajup_71-78-jit-parallel-sa-c-tpu-96-cores,,,
mansoonseason77/santa25-deck-the-halls-with-genetic-algorithm,Ansun Sujoe,[Santa25] Deck the Halls with Genetic Algorithm,25,,false,false,GA;Translation,matplotlib;numpy;pygad;shapely,485,False,,False,True,False,False,https://www.kaggle.com/code/mansoonseason77/santa25-deck-the-halls-with-genetic-algorithm,downloaded/mansoonseason77_santa25-deck-the-halls-with-genetic-algorithm,,,
tanakaai24/santa-auto-copy-001-1768047123,Tanaka Ai24,Santa auto copy 001 1768047123,1,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/tanakaai24/santa-auto-copy-001-1768047123,downloaded/tanakaai24_santa-auto-copy-001-1768047123,,,
samyakrajbayar/santa-submission-33,Samyakraj Bayar,Santa-submission 33,5,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-submission-33,downloaded/samyakrajbayar_santa-submission-33,70.778910053217,Amy,40
egortrushin/santa25-fractional-translation-of-solutions,Egor Trushin,[Santa25] Fractional translation of solutions,105,,false,false,Translation;Ensemble,multiprocessing;numpy;pandas;shapely,221,False,,False,False,True,True,https://www.kaggle.com/code/egortrushin/santa25-fractional-translation-of-solutions,downloaded/egortrushin_santa25-fractional-translation-of-solutions,74.656241067794,Santa AI Chaotic Elves,12
koushikkumardinda/santa-2025-christmas-tree-packing-challenge,KOUSHIK KUMAR DINDA,Santa 2025 - Christmas Tree Packing Challenge,18,,false,false,SA;Translation;Physics,numpy;pandas;shapely,604,False,,True,False,True,True,https://www.kaggle.com/code/koushikkumardinda/santa-2025-christmas-tree-packing-challenge,downloaded/koushikkumardinda_santa-2025-christmas-tree-packing-challenge,173.652298602905,KK,113
cdeotte/visualize-best-public-notebooks,Chris Deotte,Visualize Best Public Notebooks,105,,false,false,Translation;Ensemble;Physics;Greedy,matplotlib;numpy;pandas;shapely,240,False,,False,True,True,True,https://www.kaggle.com/code/cdeotte/visualize-best-public-notebooks,downloaded/cdeotte_visualize-best-public-notebooks,,,
zhangtengfei02/a-super-simple-improvement-strategy,Kaixuan Wang,✨ A Super Simple Improvement Strategy,80,,false,false,Translation,numpy;pandas;shapely,199,False,,True,False,True,False,https://www.kaggle.com/code/zhangtengfei02/a-super-simple-improvement-strategy,downloaded/zhangtengfei02_a-super-simple-improvement-strategy,70.445567083544,Kaixuan,34
imaadmahmood/santa-2025-christmas-tree-packing-challenge,Imaad Mahmood,🎄 SANTA 2025 - CHRISTMAS TREE PACKING CHALLENGE,86,,false,false,Translation,matplotlib;numpy;pandas;shapely,379,False,,True,False,True,False,https://www.kaggle.com/code/imaadmahmood/santa-2025-christmas-tree-packing-challenge,downloaded/imaadmahmood_santa-2025-christmas-tree-packing-challenge,70.750676185939,,
jazivxt/team-optimization-blend,jazivxt,Team Optimization Blend,162,,false,false,Translation;Ensemble,numpy;pandas;shapely,449,False,,True,False,True,True,https://www.kaggle.com/code/jazivxt/team-optimization-blend,downloaded/jazivxt_team-optimization-blend,70.331635857675,Very Ape,64
samyakrajbayar/santa-santa-2,Samyakraj Bayar,Santa Santa 2,16,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-santa-2,downloaded/samyakrajbayar_santa-santa-2,70.779238569465,Amy,40
saspav/santa-submission,Sas Pav,Santa-submission,600,,false,false,Translation,numpy;pandas;scipy;shapely,458,False,,True,False,True,False,https://www.kaggle.com/code/saspav/santa-submission,downloaded/saspav_santa-submission,68.709160318082,Sas Pav,188
roshaw/santa2025-just-keep-on-trying,Robert,Santa2025 - Just Keep on Trying!,50,,false,false,Translation;Ensemble,matplotlib;numba;numpy;pandas;scipy;shapely,2834,False,,True,False,True,True,https://www.kaggle.com/code/roshaw/santa2025-just-keep-on-trying,downloaded/roshaw_santa2025-just-keep-on-trying,72.469621198369,Tree Cuts,206
roshaw/christmas-spirit,Robert,Christmas Spirit,47,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/roshaw/christmas-spirit,downloaded/roshaw_christmas-spirit,70.990692003415,Tree Cuts,206
wanglinhao/the-boxes-shrunk,Judy@Wang,The Boxes Shrunk,3,,false,false,Translation,numpy;pandas;shapely,144,False,,True,False,True,False,https://www.kaggle.com/code/wanglinhao/the-boxes-shrunk,downloaded/wanglinhao_the-boxes-shrunk,70.750494210983,,
datafad/a-bit-better,🔥🦫📿🗽,A Bit Better,58,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/datafad/a-bit-better,downloaded/datafad_a-bit-better,70.9792653103,Tree Cuts,206
opencv411/santa-final-sub,Liu Jiahao,Santa_final_sub,33,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/opencv411/santa-final-sub,downloaded/opencv411_santa-final-sub,71.220469416388,已弃赛,234
amitkumargope/santa-2025-christmas-tree-challenge,Amit kumar Gope,Santa 2025 - Christmas Tree Challenge,3,,false,false,GA;Translation;Greedy,matplotlib;numpy;pandas;scipy,394,False,,True,False,True,False,https://www.kaggle.com/code/amitkumargope/santa-2025-christmas-tree-challenge,downloaded/amitkumargope_santa-2025-christmas-tree-challenge,,,
roshaw/final-week,Robert,Final Week,59,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/roshaw/final-week,downloaded/roshaw_final-week,70.43612320147,Tree Cuts,206
jazivxt/eazy-optimizer,jazivxt,Eazy Optimizer,256,,false,false,Translation;Ensemble,matplotlib;numpy;pandas;shapely,395,False,,True,False,True,True,https://www.kaggle.com/code/jazivxt/eazy-optimizer,downloaded/jazivxt_eazy-optimizer,70.332154841712,Very Ape,64
zwxiang123/santa-2025-christmas-tree-packing-challenge,Zwxiang123,Santa 2025 - Christmas Tree Packing Challenge,5,,false,false,Translation,numpy;pandas;shapely,228,False,,True,False,True,False,https://www.kaggle.com/code/zwxiang123/santa-2025-christmas-tree-packing-challenge,downloaded/zwxiang123_santa-2025-christmas-tree-packing-challenge,71.221610597429,,
alperenaslann/santa-s-gravity-packer-numba-scipy,Alp Eren Aslan,🎄 Santa's Gravity Packer [Numba + Scipy],78,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/alperenaslann/santa-s-gravity-packer-numba-scipy,downloaded/alperenaslann_santa-s-gravity-packer-numba-scipy,70.986182276853,,
zhangtengfei02/a-bit-better-the-best-open-source-result-for-date,Kaixuan Wang,A Bit Better(The best open-source result for date),53,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/zhangtengfei02/a-bit-better-the-best-open-source-result-for-date,downloaded/zhangtengfei02_a-bit-better-the-best-open-source-result-for-date,70.861859096626,Kaixuan,34
kumarandatascientist/base-model-ensemble-santa,Kumaran K,Base model ensemble santa,203,,false,false,Translation;Ensemble,matplotlib;numpy;pandas;shapely,1234,False,,True,False,True,True,https://www.kaggle.com/code/kumarandatascientist/base-model-ensemble-santa,downloaded/kumarandatascientist_base-model-ensemble-santa,70.319060995422,,
alperenaslann/happy-christmas-v2,Alp Eren Aslan,Happy Christmas v2,19,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/alperenaslann/happy-christmas-v2,downloaded/alperenaslann_happy-christmas-v2,71.012008683558,,
crodoc/87-38-hybrid-optimization-strategy,CroDoc,🎄[87.38]🎄 Hybrid Optimization Strategy,123,,false,false,SA;Translation;Ensemble;Physics,multiprocessing;pandas;shapely,660,False,,True,False,True,True,https://www.kaggle.com/code/crodoc/87-38-hybrid-optimization-strategy,downloaded/crodoc_87-38-hybrid-optimization-strategy,87.380490595858,CroDoc,208
chistyakov/shake-shake-shake,Stanislav Chistyakov,"Shake, Shake, Shake",129,,false,false,Translation,pandas;shapely,108,False,,False,False,True,False,https://www.kaggle.com/code/chistyakov/shake-shake-shake,downloaded/chistyakov_shake-shake-shake,70.465568630942,ST,143
mexwell/santa-2025-christmas-tree-packing-solution,mexwell,🎅 Santa 2025 - Christmas Tree Packing Solution,4,,false,false,Translation,matplotlib;numpy;pandas;shapely,304,False,,True,False,True,False,https://www.kaggle.com/code/mexwell/santa-2025-christmas-tree-packing-solution,downloaded/mexwell_santa-2025-christmas-tree-packing-solution,874.499506964004,,
datafad/merry-christmas,🔥🦫📿🗽,Merry Christmas,55,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/datafad/merry-christmas,downloaded/datafad_merry-christmas,71.008679723369,Tree Cuts,206
jazivxt/why-not,jazivxt,Why Not,400,,false,false,Translation;Ensemble;Physics,matplotlib;numpy;pandas;shapely,971,False,,True,False,True,True,https://www.kaggle.com/code/jazivxt/why-not,downloaded/jazivxt_why-not,,Very Ape,64
stpeteishii/santa-visualize-submissions,stpete_ishii,Santa Visualize Submissions,33,,false,false,Translation,matplotlib;pandas;shapely,295,False,,False,True,True,False,https://www.kaggle.com/code/stpeteishii/santa-visualize-submissions,downloaded/stpeteishii_santa-visualize-submissions,,,
jbomitchell/s25-j-public-sources-only-blend,John Mitchell,S25 J Public Sources Only - Blend,0,,false,false,Translation;Ensemble,numpy;pandas;shapely,447,False,,True,False,True,True,https://www.kaggle.com/code/jbomitchell/s25-j-public-sources-only-blend,downloaded/jbomitchell_s25-j-public-sources-only-blend,70.140782476319,John Mitchell,80
nurikw3/lb-70-63-improved-santa,Beisenbek Nurassyl [dsmlkz],[LB 70.63] Improved santa,1,,false,false,SA;Translation;Ensemble,numba;numpy;pandas;shapely,1062,False,,True,False,True,True,https://www.kaggle.com/code/nurikw3/lb-70-63-improved-santa,downloaded/nurikw3_lb-70-63-improved-santa,70.63050019748,,
ashrafulhossenakash/70-659027-santa,Ashraful,70.659027 _ Santa,3,,false,false,SA;Translation;Ensemble,numba;numpy;pandas;shapely,1062,False,,True,False,True,True,https://www.kaggle.com/code/ashrafulhossenakash/70-659027-santa,downloaded/ashrafulhossenakash_70-659027-santa,,shr,5
hvanphucs112/bbox3-ensemble-update,Van-Phuc Huynh,BBOX3 - Ensemble Update,187,,false,false,SA;Translation;Ensemble,numba;numpy;pandas;shapely,1062,False,,True,False,True,True,https://www.kaggle.com/code/hvanphucs112/bbox3-ensemble-update,downloaded/hvanphucs112_bbox3-ensemble-update,70.319406639021,⤵️79 to 94⤵️,139
bhargavaabhi/santa-submission-2,BhargavaAbhi,Santa-submission 2,5,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/bhargavaabhi/santa-submission-2,downloaded/bhargavaabhi_santa-submission-2,70.743878458208,,
